Major_Group,Title,Deductive_Reasoning,Dynamic_Strength,Explosive_Strength,Fluency_of_Ideas,Inductive_Reasoning,Manual_Dexterity,Mathematical_Reasoning,Memorization,Oral_Comprehension,Oral_Expression,Perceptual_Speed,Reaction_Time,Selective_Attention,Stamina,Static_Strength,Visualization,Written_Comprehension,Written_Expression,ComplexProb,CritThink,Negotiation,Persuasion,SocPercept,TimeMgmt,Troubleshooting,Alabama,Alaska,Arizona,Arkansas,California,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,VirginIslands,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
49,Motorboat Mechanics and Service Technicians,3.75,2.25,2.12,2.38,3.75,3.75,2.12,2.12,3.25,3.25,2.88,2.75,3,2.5,3,3.12,2.75,2.75,2,2,1,1,1,1,3,48220,72830,49930,42610,64840,65550,52670, ,56260,52850, ,77570,46080,48140,52550,49300,42690,46310,50280,60080,59640,65970,47570,57080,43880,44590,55670,55340,63450,54490,61090,33130,59280,53870,60060,49320,48520,62330,50190, ,59560,46690,44760,49990,57760,45780,60100, ,66240,70790, ,50840, 
49,Motorcycle Mechanics,3.88,2.25,1.88,3.12,3.88,3.88,2.12,2.38,3.75,3.25,2.38,2.38,3.12,2.12,3.12,3.12,3,2.75,2,2,1,1,1,2,3,45570,55630,50300,44160,58290,47710, , ,50810,45270, , ,40500,42690,43970,44640,49040,48090,40460,48880,57260,56430,42470,51440,39400,45090,44060,50630,52280,54240,55380,39530,49960,46870,56350,42980,44860,56480,49910, ,48490,52200,48190,47310,49880,48450,48890, ,52590,49520,43120,55530,53630
49,Musical Instrument Repairers and Tuners,3.62,2.12,1.75,2.75,3.62,4,2,2.62,3.25,3.25,2.88,2.38,3.25,2,2.62,3.5,2.75,2.88,2,2,2,2,1,2,3, , ,43720, ,47650,50760, , ,40070,34510, , , ,57440,42640,50080,39170,40990,53660, ,58840,61140,55950,45440, ,42460, , ,61910, ,57510, ,56390,43350, ,50120,37470,54250,40510, ,42650, , ,55710,52260,47260, , ,42240,45950, ,44210, 
49,Outdoor Power Equipment and Other Small Engine Mechanics,3.25,2.12,1.62,2.75,3,3.62,2.12,2.25,3.12,3,2.75,2.88,3,2.12,3,3.38,2.62,2.75,1,2,1,1,1,1,3,42730,55170,46820,40240,53360,66160,50030, ,46770,43750,35510,53220,50410,48000,46410,47300,44320,43250,45620,47970,52710,56150,46180,52710,41030,48960,47390,45120,47630,53400,56310,44370,50980,46040,52590,46790,45520,50050,45670,25220,53750,44100,42260,46310,47180,45780,44510, ,46600,55940,38650,47800,50260
49,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.38,2.12,2.12,2.88,3.12,3.25,2.75,2.88,3.25,3.12,3.12,2.38,3,2.12,2.88,3,3.12,3,1,2,1,2,1,2,3,80250, ,87050, ,80100,85390,59120, ,57670,69880,41310,65180, ,62710,64340,63500,67600,64990,54450,52050,88470,66930,64190,77380, ,50100,42920,63400,78460,63110,81240,71200,92580,49460, ,71150,61390,65310,94100,34330, ,79390,54740,62460,63410,82130,57270, ,66670,73960,63940,91660, 
49,Rail Car Repairers,3.12,2.88,1.75,2.88,3,3.88,2.12,2.25,2.88,2.88,3.38,3.5,3,3,3.5,3.12,2.75,2.75,1,2,1,1,1,1,3,53960, ,65680,55560,73680, ,74400, ,59170,60500, , ,62590,75280,65110,66860,59850,56780,52350, ,83760,91000,61010,72880, ,61470, ,69170,57860, ,75270,66740,84100,57520, ,51840,61070,74690,60620, , ,66130,65400,70150,58460,67080, , , ,61250,50960,77850,58910
49,Recreational Vehicle Service Technicians,3.38,2.38,2.12,2.75,3.25,3.75,2,2.25,3.75,3.75,3,2.62,2.88,2.38,3.12,3.12,3.12,2.88,2,2,2,2,1,1,3,36130,55110,71370,50390,56760,58870,43720, ,56600,47150, , ,56790,45210,60310,49920,42890,45030,45260,52820, ,59690,50250,52510,44150,48520,52530,48120,73560,57180,62260,54660,51320,54280,50590,54580,63220,57850,48740, , ,56060,43810,55060,50510,56730,51510, ,62180,59270,35540,52950, 
49,"Refractory Materials Repairers, Except Brickmasons",3,2.25,1.13,2.25,3,3.38,2.13,1.75,3.38,3.13,2.88,2.88,3.13,2.63,2.75,2.88,2.75,2.63,1,1,1,1,1,1,3,44850, , , , , , , , , , , , , ,57620, , , , , , , ,46420, , , , , , , , , , , , ,57270, , , , , ,41610, , ,59010, , , ,65970, , , , 
49,Riggers,3,2.25,1.75,2.38,3,3.12,1.5,2,3.25,3,3,3.12,3,2.88,3.12,3.12,3,2.38,1,2,1,1,1,1,3,44030, ,55060,55020,86490,63400, , ,53950,66680, ,74690,81830,69330,50900,56400,43920,60320,45620,65700,79930,78020,59600,68770,61190,68550, ,62210,80550, ,66370,59890,105720,60730,101410,57860,49860,94540,60550,33810, ,51120,80000,53180,57500,78290, , ,59850,77120,60590,72970,48950
49,Security and Fire Alarm Systems Installers,3.38,2.12,1.62,2.62,3.25,3.38,2.12,2.12,3.75,3.5,3,2.12,2.88,2.25,2.38,3.12,3,3,2,2,1,1,1,1,3,54830,69880,57170,48850,71680,64310,60730, ,57180,50180,38900,59470,53960,64210,52740,61790,58780,56370,48420,64130,69770, ,55260,75530,45720,59770,66060,59570,63330,55790,64530,47040,67450,56280,58430,58010,51510,75010,60000,27200,64670,53060,54200,49360,50590,58240,66740, ,58870,71740,50950,60220,50520
49,Signal and Track Switch Repairers,3.25,2.62,1.38,2,3.25,3.62,2.5,2.75,3,3,3.12,3.25,3,2.75,2.88,3.62,2.88,2.88,2,2,1,1,1,1,3, , ,75490, ,88830, , , ,71580,59130, , , ,92420,89390, ,85270,61100, , , ,100420,86450,80500, ,74150, , , , ,83990, ,92910,73930, ,63130, ,79100, , , , , ,80920,80640, , , ,74470,93840, ,77750, 
49,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.5,2.38,1.5,3,3.5,3.62,2.88,3,3.88,3.38,3.25,2.75,3.12,2.75,3,3.25,3.12,2.88,2,2,2,2,1,1,3,60960,91230,67180,51090,77680,74520,66700,76650,65530,62270, ,76550,65680,67370,62440,63130,59190,60050,71870,68680,66720,80710,63550,64940,61800,61370,71500,57110,68570,83150,78660,58350,69440,65910,79680,63770,54840,69480,68720,32030,91840,64570,62170,63660,58680,64730,75540,50090,68520,72910,66730,61260,58750
49,Telecommunications Line Installers and Repairers,3.12,2.38,1.75,2.5,3,3.25,2,2,3.62,3.62,3,2.62,3,2.38,3,3,3,2.88,2,2,1,1,1,1,3,61730,84860,61460,62190,84450,80700,76130,86170,57160,58950, ,79770,50250,73180,58040,61310,69870,60890,49030,83290,81140,96080,65180,67570,58350,66200,57570,54750,58730,79330,94230,59970,88840,58810,70520,59040,60710,68810,78900,32100,99870,57990,54890,61290,69000,56730,68530, ,77890,75090,78800,61270,57350
49,Tire Repairers and Changers,3,2.5,1.88,2.25,3,3.62,2,2,3,3,2.38,2.88,2.88,2.75,3.5,2.5,2.88,2.38,1,1,1,1,1,1,3,31660,43270,39230,34340,44540,38890,42900,46370,35380,39600,26840,52750,39220,39410,37900,40200,36900,35960,32150,37890,42490,37900,37970,43440,33450,38720,41190,38410,43540,37160,42610,33380,42930,36130,39020,42390,37190,44190,40580,24320,44990,34440,37970,36250,37250,37300,39280, ,39290,44790,31410,40840,42730
49,Watch and Clock Repairers,2.88,1.25,1.12,2.75,2.88,3.5,2,2.12,3,3,2.75,2,3,1,1.75,3.25,3,2.5,1,2,1,1,1,1,3, , , , ,67180, , , ,74080,52270, , , ,57680, , , , , , ,51480,59670, , ,77190, , , , , , , ,72140, , , , , ,59800, , , , , ,80000, , , ,44460, , , , 
49,Wind Turbine Service Technicians,3.62,3.12,1.62,2.75,3.25,3.62,2.12,2.75,3.75,3.25,3.12,3,3.12,3,3,3.25,3.25,3,2,2,1,1,1,1,3, ,65910,70550, ,85630, , , , , , , , , ,69010,68190,69600, , ,63520, , ,66850,69920, ,69960, , , , ,83660,68970,76850,72950,75620,72690,66580,68730,79650, , ,71250,58900, ,63180, , , , ,72370, , ,76760
51,Adhesive Bonding Machine Operators and Tenders,3.12,3,1.88,1.88,3,3.62,2.5,2.12,3.25,3.12,3.25,3.25,3.12,3.12,3.62,3.12,3.12,2.75,1,1,1,1,1,1,3,36410, , ,46820,43280,51210, , ,34780,39280, , ,50870,45300,40990,52270,43680,53320, ,45390,42170,40680,45300,53630,33700,48530, ,40490,42690,50270,48920, ,43640,35300, ,46000,52200,47220,49570, ,56230,41530, ,42770,54260,55030,44050, ,46220,63530, ,49780, 
51,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.12,2.75,1.75,2.88,3,3.38,2.25,2,3.12,3,3,2.5,3,2.5,2.88,3.38,3.12,2.88,1,2,1,1,1,1,3,63980, ,66270,47780,59640,88710, , ,62220,65120, , ,57770, , , ,64300, , , , , ,59810, ,54870,63700, , , , , , ,46930,55620, ,54890,50660,64860,76720, , , , ,56030,70870,57730, , ,58740,78990, , , 
51,Bakers,3,2,1.12,2.75,2.88,3,2.25,2,3.25,3.12,3,2.12,3,2.12,2.12,2.88,3,2.5,1,1,1,1,1,1,2,32300,38070,38750,31270,42560,39650,39300,44300,36570,32280, ,44330,35800,37840,36310,35790,34090,33980,30230,38530,38340,42380,37260,39630,31110,34820,36550,35670,39700,39160,39430,34330,43330,34460,39520,33390,30580,39860,34460,22350,38530,34160,37560,34530,32760,35320,42630, ,34410,43580,31420,37590,36210
51,Biofuels Processing Technicians,3.38,2.62,2.75,2.75,3.38,3.38,2.75,2.5,3.5,3.5,3.38,3.38,3.38,2.38,2.62,3,3.5,3.25,1,2,2,2,2,1,3, ,71880,63690,47580,73780,67200, , ,60270,57310, , ,63740,61420,67420,61990,73550,74770,66520,56320,78570, ,74680,82740,61730,51850,73930,51850,82060,65630,75640,67660,71310,64320, ,62910,66600,63460,59140,45600, ,57950,60100,66330,57700,64830, , ,62310,81440,72490,67690,69710
51,Biomass Plant Technicians,3.25,2,1.5,2.75,3.12,3,2.25,2.5,3,3,3.25,3.25,3.12,2.25,2.75,3.12,3.25,3,1,2,2,2,1,1,3,97030,88180,98940,85580,110380,96080,104450, ,89110,91820, ,110470,103470,97440,95740,88970,84650,84620,89230,79540,101670,97430,97930,88000,90800,87020,96350,98690,106590,76550,106940,85230,112300,98000,103490,92090,79090,110550,87100,58180,99260,81550,98530,99520,91770,94260,93810, ,79000,119570,92420,86680,104300
51,Butchers and Meat Cutters,2.75,2.5,1.5,2.25,2.75,3.5,2.5,2,3.12,3.12,2.75,2.88,3,2.62,2.88,2.88,2.88,2.12,1,1,2,2,1,1,2,34960,50250,41820,35450,45860,44080,46480,48060,40090,37350,35290,51700,40520,40910,39880,36580,37270,33910,34020,45130,43510,50040,39680,44520,30490,38950,42040,38190,39110,46510,44160,39500,48400,37680,40460,37730,34740,46640,40730,23720,46750,39850,39780,37920,38560,41390,42960,31900,42630,49810,31040,42770,43120
51,Cabinetmakers and Bench Carpenters,3.12,2.88,2,2.88,3,3.88,2.88,2.12,3,3,3,3.25,3,2.75,3.25,3.5,3.12,2.75,1,1,1,1,1,1,3,41240, ,44860,59390,51780,55960,51620, ,48300,43910, ,52010,44350,52450,41980,47140,40850,43340,44180,51210,58420,55230,48410,49080,39220,44680,48190,45400,53300,49990,58230,46920,57910,43870,47530,47900,40880,46920,46640,23310,54870,46720,45300,43590,40760,47170,54950, ,46260,49440,41030,46450,43170
51,Chemical Equipment Operators and Tenders,3.25,2.12,1.88,2.5,3.12,3.25,2.75,2.62,3.75,3.75,3.5,3.25,3.12,2.25,2.88,3,3.62,3.25,2,2,1,1,1,1,3,65170, ,52260,56430,57980,58360,62670, ,51560,49070, ,54760,63700,65020,54570,58690,56160,63650,79550,52930,64600,54140,56930,53240,56380,54270, ,50540,47410,53470,54820,58400,54190,55640, ,60870,54180,55990,54540,37180,68260,56860,47870,59680,68090,44460,49150, ,57370,67850,66790,52300,82260
51,Chemical Plant and System Operators,3.62,2,1.5,2.38,3.12,3.12,2.75,2.62,3.62,3.62,3.5,3.25,3.75,2.38,2.62,2.75,3.25,3.12,2,2,1,1,1,2,3,78890, , ,51030,88770,65680, , ,69010,59190, , ,66730,66780,54200,58570, ,97230,89050, ,88710,75280,67420,65650,63880,58740,72630, , , ,87950, ,65990,57510,103780,65420, , ,73490, , ,59140,56290,64880,89970,57620, , ,61890,76420,72590,56830,100150
51,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.75,2,1.5,2,2.75,3,2,2,2.88,2.75,3.12,2.38,2.88,2.75,2.62,2.38,2.25,2.25,1,1,1,1,1,1,2,42190, ,41550,42220,44890,42180, , ,40860,40700, , ,36650, ,44430,43690,41030,40780,46420,42300, ,44840,43040,45380,37340,41190,37560,41220,38080,41560,43300, ,49410,40010,48370,43490,40790,46920,46250,26000,39630,41910,39200,40880,41520,46980, , ,54230,42690, ,53370, 
51,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3,3,1.62,2.12,2.88,3.62,2,2,3,2.88,3.12,2.88,3,2.88,2.62,3.12,2.75,2.62,1,1,1,1,1,1,3,43090,63270,51990,46040,59220,53860,51180, ,50990,49640, ,55060,48580,49650,47870,48680,49390,53480,48570,63070,63250,52020,47600,56340,51810,50290,49750,52770,54870,49430,60490,47320,51460,48960,55620,49140,44240,54990,49770,25330,50560,51620,49570,49510,51910,50690,46310, ,53040,65560,45110,49330,47760
51,"Coil Winders, Tapers, and Finishers",3,2.12,1.62,2,2.88,3.38,1.75,2,3,3,2.75,2.75,3.12,1.88,2.38,2.38,2.88,2.38,1,1,1,1,1,1,2,53710, ,44050,45800,43560,43770, , ,49050,55640, , ,41210,46580,50120,50110,45170,56060,58490, ,50760,44500,45960,53340,39110,50860, , ,41710,45810, , ,54700,52500, ,45740,41260, ,48610,19910, ,51190, ,46690,44140, , , ,57250,128090,42410,50780, 
51,Computer Numerically Controlled Tool Operators,3.12,2.25,1.5,2.88,3,3.25,2.75,2.75,3.25,3,3.25,3.5,3.12,2.38,2.88,3.25,3,2.88,2,2,1,1,1,1,3,52610, ,51990,47130,57010,56560,49120, ,46810,49500, , ,52750,50420,50280,52340,49430,49310,53350,55890,56160,60800,48310,56300,44160,52150,48890,49070,54380,56400,57450,47130,53190,56620,59330,49370,48570,56270,57310, ,55400,50540,52680,52820,49560,49820,55270, ,47460,88660,47440,55530,54180
51,Computer Numerically Controlled Tool Programmers,3.25,2,1.62,3,3.25,2.75,3.5,2.75,3.25,3,3.75,3,3.25,2.12,2.12,3.38,3.25,3.12,2,2,1,1,1,1,3,61330, ,70330,57140,84340,83880, , ,68670,67980, , ,64610,69400,65520,57200,80250,62110,52560,69100,66890,78560,66690,71010,52740,75340,65350,60330,68060,68330,68850, ,69220,63720, ,60350,65180,77090,65040, ,64340,73380,63810,70340,68570,72160,75020, ,67690,84440, ,66880,61260
51,Cooling and Freezing Equipment Operators and Tenders,3.5,2.25,1.62,2.88,3,3.12,2.38,2.12,3,3.12,3.25,3.12,2.88,2.88,3.12,2.75,3,3,2,2,1,1,1,1,3,42030, , ,39540,45720,40540, , ,49080,45100, ,37960, ,55010,45830,57960,57930,40560, , ,49510,50890,50160,45760,36730,46930, ,51560,42450, ,54840, ,48980,41180, ,43260,41660,42330,39310, , ,40740,42270,41770,43180, , , ,40480,48540, , , 
51,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3,2.62,2,1.88,3,3.62,2.25,2,3,3,3.12,3.5,3,2.75,3.12,3,3,2.62,1,1,1,1,1,1,3,38790,65170,48570,38260,50380,50310, , ,47560,41380, , ,51520,54540,52900,56280,50860,44930,46360,57350,42190,51040,49520,61240,36790,48700,49520,55400,64750,49830,52440,47040,56750,45650,52120,43040,42540,53260,50110,24790, ,41180,50010,43880,41440,55510,57260, ,45240,56980,53420,51850,79980
51,"Cutters and Trimmers, Hand",2.75,2.12,1.88,2,2.62,3.5,2,2,3,2.88,2.62,2.62,2.88,2,3,2.62,2.75,2.25,1,1,1,1,1,1,2,42620, ,32440, ,40240,48540, , ,40700,39840, , , , ,40250,44430,38030,42610,23470, , ,43140,40770,45800,35370,41610, ,47900, , ,44190, ,50490,46120, ,35720,32730,44810,34510, ,45070,41650,38150,31720,32620, ,53190, ,35430,38280, ,38780, 
51,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.25,2.5,1.88,2.62,3,3.62,2.5,2.12,3.38,3,3.12,3.38,3.25,2.88,3.12,3.38,3.12,2.88,1,1,1,1,1,1,3,40610,38510,45330,48960,46150,44040, , ,45350,42430, , ,46430,53150,47110,52220,46450,46760,45900,48470,45600,43920,45550,53920,44890,50520,46500,47560,45830,54840,47120,36440,48300,43630,47200,45390,39330,51520,47410,22580,42900,46810,46040,42520,42530,44200,45900, ,45150,50420,38030,50340, 
51,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.12,2.5,1.88,2.12,3,3.38,2.38,2,3,3,3.12,3.38,3.25,2.62,3,3,3.12,2.5,1,1,1,1,1,1,3,41200,48610,46820,43190,49670,48940,40930, ,39890,45850, , ,41280,46690,45840,47470,45050,50190,45150,51630,48770,48330,51380,52430,41630,48290,49040,48450,44280,48020,47940,41190,47630,45050,48030,44280,44970,53830,49490,24730,45070,44970,44640,42910,42950,45940,44090, ,45460,53860,49410,49280,44110
51,Dental Laboratory Technicians,3.38,1.5,1.38,2.88,3,3.25,2,2.12,3.12,3,3,2.38,3.25,1,2,3.62,3.25,2.75,1,2,1,1,1,2,2,42540,63640,55990,51130,57240,52740,44470, ,57890,53180, ,44500,56400,54040,48460,55450,54450,44520,39860,65350,62910,66860,54390,56500,45010,52140,56050,51750,57190,53060,57490,49480,56850,51620,59370,52180,55340,52010,54380,27770,52160,45400,51570,49330,47940,52590,57480, ,58410,59220,45280,51130, 
51,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3,2,2,2.62,3,3.25,2.62,2,3.12,3,3,3.25,3.25,2.12,2.88,3.12,3.12,3,1,1,1,1,1,1,3,41840, ,45710, ,54330, , , ,58860,57110, , , ,56980,41960,48290, , , ,46540, ,68210,46050,45370,48350,81160, ,41900,37960,55040,53580, ,51660,50450, ,51160,49670, ,54030, , ,52160, ,44610,42880, , , ,48170,97760, ,39500, 
51,Electrical and Electronic Equipment Assemblers,3,1.88,1.12,2.62,3.12,3.38,2,2,3.5,3.12,2.88,2.25,2.88,1.88,2.75,3.12,3.12,2.75,1,1,1,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,Electromechanical Equipment Assemblers,3.12,2,1.5,2.12,3,3.5,2.12,2.12,3,3,2.88,2.25,2.88,2.12,2.38,3.12,3,2.88,1,1,1,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,Engine and Other Machine Assemblers,3,2.25,1.12,2.25,3,3.62,2,2.12,3,2.88,3,2.75,3,2.75,3.12,3.25,3,2.25,1,1,1,1,1,1,3, , ,48170,51320,53960,68830, , ,53600,37480, , ,54400,46700,67070,49350, ,53610,48530, , ,64720,53300,52190,42930,44770, ,47000,43570,67120,65270, ,52020,72470, ,63860,50580,62690,54290, , ,50740,43500,49130,43280,46420, , ,38110,65060, ,57030, 
51,Etchers and Engravers,3,2,1.5,3,3,3.25,2,2.12,3.38,3.25,2.88,2.5,3.25,2.12,2.25,3.12,3,2.62,1,1,1,1,1,1,3,37440, ,39610,38720,46780,47740, , ,41350,45000, , ,38200,45650,43090,41920,29990,47370, ,41670,49410,45850,44970,45630,32020,35770,41310,33600, ,46850,52170, ,45010,37250, ,44720,36640,40010,45210, ,55670,40340,44920,45090,37820,41340,59860, ,42070,62370, ,45310, 
51,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3,2.62,2,2,2.88,3.62,2.12,2,3,2.88,3,3.62,3,3,3.12,3,2.88,2.12,1,2,1,1,1,1,3,43490, ,50050,49020,46580,49590,50380, ,43200,50800, , ,43660,51350,47880,48080,43290,46390,68310,51490,53270,48670,48050,54560,43690,45170, ,48320,42480,54820,50190,46500,48770,51380, ,43870,42380,51620,51540,21010,59060,51560,48080,44030,45020,45300,55330, ,48960,48090,51510,51000,41820
51,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.12,2.5,1.62,2.38,3.12,3.25,2.25,2,3.38,3.12,3,3.25,3,2.12,2.75,3,3,2.62,1,1,1,1,1,1,3,56150, ,35690, ,48360, , , ,48030,46180, , , , , ,45670,52690,36950, , ,50230, ,45450,56460, ,50510, ,39110, , , , ,50360,45730, ,59260, , ,51070, ,47610,44710, ,46350,48200, , , ,42840, ,42880,46480, 
51,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.12,2.62,1.75,2.12,3,3.38,2.25,2,3.12,3.12,3.75,3.75,3.12,3.12,3.12,3.12,3.12,2.62,1,1,1,1,1,1,3,42660, ,46080,45310,49750,47970, , ,42290,45190, , ,47350,51770,46540,48920,45760,40350,46860,52460,43820,45630,44890,52840,41030,48040,53080,45920,48080,45980,48890,34550,50270,49540,45940,45960,46530,51120,55390,24360,40250,49590,45120,43070,40830,44670,48260, ,49630,52300,48190,45350, 
51,Fabric and Apparel Patternmakers,3.62,2,1.12,3.25,3.25,3.12,3.62,2.25,3.38,3.62,3.25,2,3.25,2,2.12,4,3.62,3.12,1,2,2,2,1,2,2, , , , ,73200, , , ,64660, , , , , , , , , , , , , , , ,48310,62120, , , , ,73410, ,98750,50710, , , ,58970,57170, , , , , ,36710, , , ,47860,64230, , , 
51,Fiberglass Laminators and Fabricators,3,2.88,1.75,2.75,3,3.12,2.38,2,3.25,3,3,2.88,3.12,3,3.12,3.25,3,2.62,1,1,1,1,1,1,3,37580, ,63600,40670,54870,72990, , ,45310,37040, , , , ,46780,49360, ,42610,50120,48990, ,53910,45990,45500,42210,46550,42840,45270,42510, ,52540, ,46000,45700, ,43630,38890,46230,62680, ,52740,44570,47780,47050,45250,48060, , ,48290,55530,41280,46280, 
51,First-Line Supervisors of Production and Operating Workers,3.75,2,1.38,3.12,3.62,3,3,2.12,4,4,3.12,2.5,3,2,2.12,3.12,3.75,3.62,2,2,3,2,2,2,2,72620,83090,76780,66090,80560,86040,81140,80160,68680,71760,64150,74750,70270,73650,71530,71650,74360,73100,87090,74720,77440,79460,71770,78930,71140,72460,72500,71320,72120,82010,83340,69240,80890,70240,76690,71450,72660,71790,74070,47730,84850,76100,72660,69350,72240,73030,74370,60590,74420,79780,73920,74380,94330
51,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.88,2,1.5,2.12,2.75,3,1.5,2,3.12,3,3.12,2.75,3.12,2.62,2.38,2.88,2.75,3,1,2,1,1,1,1,2, , ,42030,39420,45860,43090, , ,38070,39520, ,41140,41500,47150,44550,44990,43290,43590,36470,48660,49410,47070,43970,50150, ,45080,49280,42590,45780, ,39220,36910,39990,52850,54490,43240,35070,45860,37680, ,47310,47510,42840,45590,37940,40730,43680, ,50090,45120, ,48430, 
51,Food Batchmakers,2.88,1.88,1.5,2.25,2.88,3,2.25,2.12,3.25,3,3,2.5,3,2.12,2.38,2.38,3.12,2.75,1,2,1,1,1,1,2,37290,48440,41030,38630,43010,41910,40240, ,37930,43110, ,37330,44630,48820,44380,49700,45310,46080,34120,41970,43680,39570,43960,42100,36860,48460,41320,40450,42000,40130,39730,37190,40400,40700,40360,42100,35970,41640,42310,22190,41850,37590,39070,41520,34460,42490,46620, ,42170,45780,30320,46790,38470
51,Food Cooking Machine Operators and Tenders,2.88,2,1.62,2,2.88,3,2,2,3.38,2.88,2.75,3,3.12,2.25,2.75,2.25,3.38,2.75,1,1,1,1,1,1,2,28270, ,38650,39840,46260,41630, , ,35940,38210, , ,49170,44270,43000,46500,45300,42020,39850,39020,39010,41230,48160,46020,32170,42980, ,47960, ,34300,39220,45050,46020,38860, ,41530, ,42910,41390,22780, ,37730,39650,44590,33750,41140, , ,37730,47120, ,44680, 
51,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3,2.12,1.75,2.25,3,3,2.12,2,3.38,3.25,3,3.12,3,2.12,2.62,3,3.25,2.88,1,1,1,1,1,1,3,51600, , ,46950,59120,43150, , ,41020,44690, , , ,48540,48000,46080,50580,59600, ,43460, ,64600,52300, ,35870,46710, ,59530,48870, ,59480, ,54080, , ,53020,54870,63320,52990, , ,48240,46460,39970,39890, , , ,51730, , ,52800, 
51,Foundry Mold and Coremakers,2.88,2.88,2.12,2,2.62,3.62,2,2,3,2.88,2.75,3.12,3,2.88,3.5,3,2.12,2,1,1,1,1,1,1,2,45190, , ,38030,45820,55830, , ,43480,55000, , , ,48510,47270,45920,43220,40790, , , ,51830,46380,50040,40540,57550, ,46690, ,43160, , ,55950,46270, ,47930,36980,62000,44290, , ,37110, ,39010,39770,45870, , ,51550,49350, ,44830, 
51,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3,2.25,1.5,2.12,3,3,2,1.75,3.38,3.12,3,3.12,3.12,2.12,2.88,2.25,3.38,2.88,1,2,1,1,1,1,2,50910, ,44350,45960,47760,47130, , ,40920,48200, , ,53150,54440,53330,51060,51070,68620,48200,50790,59890,56530,45450,64110,42290,51980,37560,46120,65230,50820,56000, ,54330,41180,51780,43920,48690,51740,49230, , ,46900,48320,44640,46510,42410,43370, ,55500,54660,48970,52460,75730
51,Furniture Finishers,3,3.12,1.75,2.5,3.12,3.62,2,2,3.12,3.12,3,2.38,3.25,2.88,3.25,3.38,3,2.25,1,2,1,1,1,1,3,34390, ,43730,39600,48720,54420, , ,45500,39120, , ,42740,44270,48400,48450,38730,41790, ,49270,45240,63780,45380,47950,35210,43090, ,49600,41660, ,49170,42030,48130,42410, ,44150,35240,45900,43750, ,45900,41280,40880,34440,39950,48720,40490, ,39190,45750,43370,40910, 
51,Gas Plant Operators,3.25,2,1.5,2.88,3,3,2.75,2.12,3.25,3,3.88,3.12,3.38,2.12,2.25,3,3.12,3.12,1,2,2,2,1,1,3,70100, ,90850,80290,118680,106950, , ,69550,87780, , ,78760,90150,81810,87250,81210,65900,91430, ,90760,98350,94860,87820,75080,83200,80880,85490, ,87210,101420,88740,91720,77170,89320,72380,75520,104590,75180, , ,71110,94230,72580,82470,89340, , ,74090,83390,78360,90210,86190
51,Gem and Diamond Workers,3.12,1.12,1.25,2.5,2.88,3.12,2.75,1.88,3,3,2.75,2,3,1,1.62,3,2.88,2.5,1,1,1,1,1,1,2,44310, ,45270,44860,60700,62110, , ,53680,50110, ,54290,52430,49910,47190,54040,57350,47930,49160,47230,54420, ,54090,53160,53530,54130,53300,50730,45120,53430,43680,46110,63710,51330,48850,51330,42330,47350,50950,21080,50410,50530,46730,49900,53930,46620,54760, ,64130,64900,42740,52460,43310
